      freq (eV)         Mostep         Lor-Dr      Bren-Borm
          3.950          1.077          4.572          1.619
          3.950          0.037          0.119          0.000
          3.950          0.055          0.000          0.000
          3.960          0.425          0.008          0.006
          3.960          5.420          0.005          0.031
          3.960          0.054          0.338          4.625
          3.960          1.081          4.582          1.637
          3.960          0.037          0.119          0.000
          3.960          0.055          0.000          0.000
          3.970          0.417          0.008          0.006
          3.970          5.430          0.005          0.030
          3.970          0.055          0.332          4.621
          3.970          1.085          4.592          1.655
          3.970          0.038          0.120          0.000
          3.970          0.055          0.000          0.000
          3.980          0.410          0.008          0.006
          3.980          5.439          0.005          0.028
          3.980          0.056          0.327          4.616
          3.980          1.089          4.601          1.673
          3.980          0.038          0.120          0.000
          3.980          0.055          0.000          0.000
          3.990          0.402          0.008          0.006
          3.990          5.447          0.005          0.026
          3.990          0.056          0.321          4.610
          3.990          1.093          4.609          1.691
          3.990          0.038          0.121          0.000
          3.990          0.055          0.000          0.000
          4.000          0.395          0.008          0.006
          4.000          5.454          0.005          0.025
          4.000          0.057          0.316          4.603
          4.000          1.097          4.617          1.709
          4.000          0.038          0.121          0.000
          4.000          0.056          0.000          0.000
          4.010          0.388          0.007          0.006
          4.010          5.459          0.005          0.024
          4.010          0.058          0.311          4.597
          4.010          1.101          4.624          1.727
          4.010          0.038          0.122          0.000
          4.010          0.056          0.000          0.000
          4.020          0.381          0.007          0.005
          4.020          5.463          0.005          0.022
          4.020          0.059          0.306          4.589
          4.020          1.105          4.631          1.746
          4.020          0.038          0.122          0.000
          4.020          0.056          0.000          0.000
          4.030          0.374          0.007          0.005
          4.030          5.466          0.005          0.021
          4.030          0.059          0.301          4.581
          4.030          1.110          4.637          1.764
          4.030          0.038          0.122          0.000
          4.030          0.056          0.000          0.000
          4.040          0.368          0.007          0.005
          4.040          5.468          0.005          0.020
          4.040          0.060          0.296          4.572
          4.040          1.114          4.642          1.783
          4.040          0.038          0.123          0.000
          4.040          0.056          0.000          0.000
          4.050          0.361          0.007          0.005
          4.050          5.468          0.005          0.019
          4.050          0.061          0.291          4.563
          4.050          1.118          4.647          1.801
          4.050          0.039          0.123          0.000
          4.050          0.056          0.000          0.000
          4.060          0.355          0.007          0.005
          4.060          5.467          0.005          0.018
          4.060          0.062          0.287          4.553
          4.060          1.122          4.651          1.820
          4.060          0.039          0.124          0.000
          4.060          0.057          0.000          0.000
          4.070          0.349          0.007          0.005
          4.070          5.465          0.005          0.017
          4.070          0.063          0.282          4.542
          4.070          1.126          4.654          1.839
          4.070          0.039          0.124          0.000
          4.070          0.057          0.000          0.000
          4.080          0.343          0.007          0.005
          4.080          5.461          0.004          0.017
          4.080          0.064          0.278          4.531
          4.080          1.131          4.657          1.858
          4.080          0.039          0.125          0.000
          4.080          0.057          0.000          0.000
          4.090          0.337          0.007          0.005
          4.090          5.456          0.004          0.016
          4.090          0.064          0.274          4.519
          4.090          1.135          4.660          1.877
          4.090          0.039          0.125          0.000
          4.090          0.057          0.000          0.000
          4.100          0.331          0.007          0.005
          4.100          5.450          0.004          0.015
          4.100          0.065          0.269          4.507
          4.100          1.139          4.662          1.896
          4.100          0.039          0.125          0.000
          4.100          0.057          0.000          0.000
          4.110          0.326          0.007          0.005
          4.110          5.442          0.004          0.015
          4.110          0.066          0.265          4.494
          4.110          1.143          4.663          1.915
          4.110          0.039          0.126          0.000
          4.110          0.057          0.000          0.000
          4.120          0.320          0.007          0.005
          4.120          5.434          0.004          0.014
          4.120          0.067          0.261          4.481
          4.120          1.148          4.663          1.935
          4.120          0.039          0.126          0.000
          4.120          0.058          0.000          0.000
          4.130          0.315          0.007          0.005
          4.130          5.424          0.004          0.013
          4.130          0.068          0.257          4.467
          4.130          1.152          4.663          1.954
          4.130          0.040          0.127          0.000
          4.130          0.058          0.000          0.000
          4.140          0.310          0.007          0.005
          4.140          5.413          0.004          0.013
          4.140          0.069          0.253          4.452
          4.140          1.156          4.662          1.974
          4.140          0.040          0.127          0.000
          4.140          0.058          0.000          0.000
          4.150          0.305          0.007          0.005
          4.150          5.400          0.004          0.012
          4.150          0.070          0.250          4.437
          4.150          1.161          4.661          1.993
          4.150          0.040          0.128          0.000
          4.150          0.058          0.000          0.000
          4.160          0.300          0.007          0.005
          4.160          5.387          0.004          0.012
          4.160          0.071          0.246          4.422
          4.160          1.165          4.659          2.013
          4.160          0.040          0.128          0.000
          4.160          0.058          0.000          0.000
          4.170          0.295          0.007          0.005
          4.170          5.372          0.004          0.011
          4.170          0.072          0.242          4.406
          4.170          1.169          4.657          2.033
          4.170          0.040          0.128          0.000
          4.170          0.058          0.000          0.000
          4.180          0.290          0.007          0.005
          4.180          5.356          0.004          0.011
          4.180          0.073          0.239          4.389
          4.180          1.174          4.653          2.053
          4.180          0.040          0.129          0.000
          4.180          0.058          0.000          0.000
          4.190          0.286          0.007          0.005
          4.190          5.339          0.004          0.011
          4.190          0.074          0.235          4.372
          4.190          1.178          4.650          2.073
          4.190          0.040          0.129          0.000
          4.190          0.059          0.000          0.000
          4.200          0.281          0.006          0.005
          4.200          5.321          0.004          0.010
          4.200          0.075          0.232          4.354
          4.200          1.182          4.645          2.093
          4.200          0.040          0.130          0.000
          4.200          0.059          0.000          0.000
          4.210          0.277          0.006          0.005
          4.210          5.301          0.004          0.010
          4.210          0.077          0.229          4.336
          4.210          1.187          4.640          2.113
          4.210          0.041          0.130          0.000
          4.210          0.059          0.000          0.000
          4.220          0.272          0.006          0.005
          4.220          5.281          0.004          0.010
          4.220          0.078          0.225          4.317
          4.220          1.191          4.635          2.133
          4.220          0.041          0.131          0.000
          4.220          0.059          0.000          0.000
          4.230          0.268          0.006          0.005
          4.230          5.259          0.004          0.009
          4.230          0.079          0.222          4.298
          4.230          1.196          4.629          2.153
          4.230          0.041          0.131          0.000
          4.230          0.059          0.000          0.000
          4.240          0.264          0.006          0.005
          4.240          5.237          0.004          0.009
          4.240          0.080          0.219          4.278
          4.240          1.200          4.622          2.174
          4.240          0.041          0.132          0.000
          4.240          0.059          0.000          0.000
          4.250          0.260          0.006          0.005
          4.250          5.214          0.004          0.009
          4.250          0.081          0.216          4.258
          4.250          1.204          4.615          2.194
          4.250          0.041          0.132          0.000
          4.250          0.060          0.000          0.000
          4.260          0.256          0.006          0.005
          4.260          5.189          0.004          0.009
          4.260          0.082          0.213          4.238
          4.260          1.209          4.607          2.215
          4.260          0.041          0.132          0.000
          4.260          0.060          0.000          0.000
          4.270          0.252          0.006          0.005
          4.270          5.164          0.004          0.008
          4.270          0.084          0.210          4.217
          4.270          1.213          4.598          2.235
          4.270          0.041          0.133          0.000
          4.270          0.060          0.000          0.000
          4.280          0.249          0.006          0.004
          4.280          5.138          0.004          0.008
          4.280          0.085          0.207          4.195
          4.280          1.218          4.589          2.256
          4.280          0.042          0.133          0.000
          4.280          0.060          0.000          0.000
          4.290          0.245          0.006          0.004
          4.290          5.111          0.004          0.008
          4.290          0.086          0.204          4.173
          4.290          1.222          4.580          2.277
          4.290          0.042          0.134          0.000
          4.290          0.060          0.000          0.000
          4.300          0.241          0.006          0.004
          4.300          5.083          0.004          0.008
          4.300          0.088          0.201          4.151
          4.300          1.227          4.570          2.297
          4.300          0.042          0.134          0.000
          4.300          0.060          0.000          0.000
          4.310          0.238          0.006          0.004
          4.310          5.054          0.004          0.008
          4.310          0.089          0.199          4.128
          4.310          1.231          4.559          2.318
          4.310          0.042          0.135          0.000
          4.310          0.061          0.000          0.000
          4.320          0.234          0.006          0.004
          4.320          5.025          0.004          0.007
          4.320          0.091          0.196          4.104
          4.320          1.236          4.548          2.339
          4.320          0.042          0.135          0.000
          4.320          0.061          0.000          0.000
          4.330          0.231          0.006          0.004
          4.330          4.994          0.004          0.007
          4.330          0.092          0.193          4.081
          4.330          1.240          4.536          2.360
          4.330          0.042          0.136          0.000
          4.330          0.061          0.000          0.000
          4.340          0.227          0.006          0.004
          4.340          4.963          0.004          0.007
          4.340          0.093          0.191          4.057
          4.340          1.245          4.524          2.381
          4.340          0.042          0.136          0.000
          4.340          0.061          0.000          0.000
          4.350          0.224          0.006          0.004
          4.350          4.932          0.004          0.007
          4.350          0.095          0.188          4.032
          4.350          1.249          4.511          2.402
          4.350          0.043          0.137          0.000
          4.350          0.061          0.000          0.000
          4.360          0.221          0.006          0.004
          4.360          4.900          0.004          0.007
          4.360          0.096          0.186          4.007
          4.360          1.254          4.498          2.423
          4.360          0.043          0.137          0.000
          4.360          0.061          0.000          0.000
          4.370          0.218          0.006          0.004
          4.370          4.867          0.004          0.007
          4.370          0.098          0.183          3.982
          4.370          1.258          4.484          2.444
          4.370          0.043          0.137          0.000
          4.370          0.062          0.000          0.000
          4.380          0.215          0.006          0.004
          4.380          4.833          0.004          0.006
          4.380          0.100          0.181          3.956
          4.380          1.263          4.470          2.465
          4.380          0.043          0.138          0.000
          4.380          0.062          0.000          0.000
          4.390          0.212          0.006          0.004
          4.390          4.799          0.004          0.006
          4.390          0.101          0.178          3.930
          4.390          1.267          4.455          2.487
          4.390          0.043          0.138          0.000
          4.390          0.062          0.000          0.000
          4.400          0.209          0.006          0.004
          4.400          4.765          0.004          0.006
          4.400          0.103          0.176          3.904
          4.400          1.272          4.440          2.508
          4.400          0.043          0.139          0.000
          4.400          0.062          0.000          0.000
          4.410          0.206          0.006          0.004
          4.410          4.730          0.004          0.006
          4.410          0.105          0.174          3.877
          4.410          1.277          4.424          2.529
          4.410          0.043          0.139          0.000
          4.410          0.062          0.000          0.000
          4.420          0.203          0.006          0.004
          4.420          4.694          0.003          0.006
          4.420          0.106          0.172          3.850
          4.420          1.281          4.408          2.551
          4.420          0.043          0.140          0.000
          4.420          0.062          0.000          0.000
          4.430          0.200          0.006          0.004
          4.430          4.659          0.003          0.006
          4.430          0.108          0.169          3.823
          4.430          1.286          4.392          2.572
          4.430          0.044          0.140          0.000
          4.430          0.062          0.000          0.000
          4.440          0.198          0.005          0.004
          4.440          4.622          0.003          0.006
          4.440          0.110          0.167          3.795
          4.440          1.290          4.375          2.594
          4.440          0.044          0.141          0.000
          4.440          0.063          0.000          0.000
          4.450          0.195          0.005          0.004
          4.450          4.586          0.003          0.006
          4.450          0.112          0.165          3.767
          4.450          1.295          4.358          2.615
          4.450          0.044          0.141          0.000
          4.450          0.063          0.000          0.000
          4.460          0.192          0.005          0.004
          4.460          4.549          0.003          0.006
          4.460          0.114          0.163          3.739
          4.460          1.300          4.340          2.637
          4.460          0.044          0.142          0.000
          4.460          0.063          0.000          0.000
          4.470          0.190          0.005          0.004
          4.470          4.512          0.003          0.005
          4.470          0.116          0.161          3.710
          4.470          1.304          4.322          2.658
          4.470          0.044          0.142          0.000
          4.470          0.063          0.000          0.000
          4.480          0.187          0.005          0.004
          4.480          4.474          0.003          0.005
          4.480          0.118          0.159          3.681
          4.480          1.309          4.304          2.680
          4.480          0.044          0.143          0.000
          4.480          0.063          0.000          0.000
          4.490          0.185          0.005          0.004
          4.490          4.436          0.003          0.005
          4.490          0.120          0.157          3.652
          4.490          1.314          4.285          2.701
          4.490          0.044          0.143          0.000
          4.490          0.063          0.000          0.000
          4.500          0.182          0.005          0.004
          4.500          4.398          0.003          0.005
          4.500          0.122          0.155          3.623
          4.500          1.318          4.266          2.723
          4.500          0.045          0.144          0.000
          4.500          0.064          0.000          0.000
          4.510          0.180          0.005          0.004
          4.510          4.360          0.003          0.005
          4.510          0.124          0.153          3.593
          4.510          1.323          4.246          2.745
          4.510          0.045          0.144          0.000
          4.510          0.064          0.000          0.000
          4.520          0.178          0.005          0.004
          4.520          4.322          0.003          0.005
          4.520          0.126          0.151          3.564
          4.520          1.328          4.226          2.766
          4.520          0.045          0.145          0.000
          4.520          0.064          0.000          0.000
          4.530          0.175          0.005          0.004
          4.530          4.284          0.003          0.005
          4.530          0.129          0.150          3.534
          4.530          1.333          4.206          2.788
          4.530          0.045          0.145          0.000
          4.530          0.064          0.000          0.000
          4.540          0.173          0.005          0.004
          4.540          4.245          0.003          0.005
          4.540          0.131          0.148          3.503
          4.540          1.337          4.186          2.810
          4.540          0.045          0.146          0.000
          4.540          0.064          0.000          0.000
          4.550          0.171          0.005          0.004
          4.550          4.206          0.003          0.005
          4.550          0.133          0.146          3.473
          4.550          1.342          4.165          2.831
          4.550          0.045          0.146          0.000
          4.550          0.064          0.000          0.000
          4.560          0.169          0.005          0.004
          4.560          4.168          0.003          0.005
          4.560          0.136          0.144          3.442
          4.560          1.347          4.144          2.853
          4.560          0.045          0.147          0.000
          4.560          0.065          0.000          0.000
          4.570          0.167          0.005          0.004
          4.570          4.129          0.003          0.005
          4.570          0.138          0.143          3.411
          4.570          1.352          4.123          2.875
          4.570          0.046          0.147          0.000
          4.570          0.065          0.000          0.000
          4.580          0.164          0.005          0.004
          4.580          4.090          0.003          0.005
          4.580          0.141          0.141          3.380
          4.580          1.356          4.101          2.897
          4.580          0.046          0.147          0.000
          4.580          0.065          0.000          0.000
          4.590          0.162          0.005          0.004
          4.590          4.052          0.003          0.005
          4.590          0.143          0.139          3.349
          4.590          1.361          4.080          2.918
          4.590          0.046          0.148          0.000
          4.590          0.065          0.000          0.000
          4.600          0.160          0.005          0.004
          4.600          4.013          0.003          0.004
          4.600          0.146          0.138          3.318
          4.600          1.366          4.058          2.940
          4.600          0.046          0.148          0.000
          4.600          0.065          0.000          0.000
          4.610          0.158          0.005          0.004
          4.610          3.974          0.003          0.004
          4.610          0.149          0.136          3.286
          4.610          1.371          4.035          2.962
          4.610          0.046          0.149          0.000
          4.610          0.065          0.000          0.000
          4.620          0.156          0.005          0.004
          4.620          3.936          0.003          0.004
          4.620          0.151          0.134          3.255
          4.620          1.375          4.013          2.983
          4.620          0.046          0.149          0.000
          4.620          0.066          0.000          0.000
          4.630          0.155          0.005          0.003
          4.630          3.897          0.003          0.004
          4.630          0.154          0.133          3.223
          4.630          1.380          3.990          3.005
          4.630          0.046          0.150          0.000
          4.630          0.066          0.000          0.000
          4.640          0.153          0.005          0.003
          4.640          3.858          0.003          0.004
          4.640          0.157          0.131          3.191
          4.640          1.385          3.967          3.027
          4.640          0.047          0.150          0.000
          4.640          0.066          0.000          0.000
          4.650          0.151          0.005          0.003
          4.650          3.820          0.003          0.004
          4.650          0.160          0.130          3.159
          4.650          1.390          3.944          3.048
          4.650          0.047          0.151          0.000
          4.650          0.066          0.000          0.000
          4.660          0.149          0.005          0.003
          4.660          3.782          0.003          0.004
          4.660          0.163          0.128          3.127
          4.660          1.395          3.921          3.070
          4.660          0.047          0.151          0.000
          4.660          0.066          0.000          0.000
          4.670          0.147          0.005          0.003
          4.670          3.744          0.003          0.004
          4.670          0.166          0.127          3.095
          4.670          1.400          3.898          3.092
          4.670          0.047          0.152          0.000
          4.670          0.066          0.000          0.000
          4.680          0.145          0.005          0.003
          4.680          3.706          0.003          0.004
          4.680          0.169          0.125          3.063
          4.680          1.405          3.874          3.113
          4.680          0.047          0.152          0.000
          4.680          0.067          0.000          0.000
          4.690          0.144          0.005          0.003
          4.690          3.668          0.003          0.004
          4.690          0.173          0.124          3.031
          4.690          1.410          3.850          3.135
          4.690          0.047          0.153          0.000
          4.690          0.067          0.000          0.000
          4.700          0.142          0.005          0.003
          4.700          3.631          0.003          0.004
          4.700          0.176          0.123          2.998
          4.700          1.414          3.827          3.156
          4.700          0.048          0.153          0.000
          4.700          0.067          0.000          0.000
          4.710          0.140          0.005          0.003
          4.710          3.593          0.003          0.004
          4.710          0.179          0.121          2.966
          4.710          1.419          3.803          3.178
          4.710          0.048          0.154          0.000
          4.710          0.067          0.000          0.000
          4.720          0.139          0.005          0.003
          4.720          3.556          0.003          0.004
          4.720          0.183          0.120          2.933
          4.720          1.424          3.779          3.199
          4.720          0.048          0.155          0.000
          4.720          0.067          0.000          0.000
          4.730          0.137          0.005          0.003
          4.730          3.519          0.003          0.004
          4.730          0.187          0.119          2.901
          4.730          1.429          3.755          3.221
          4.730          0.048          0.155          0.000
          4.730          0.067          0.000          0.000
          4.740          0.136          0.004          0.003
          4.740          3.482          0.003          0.004
          4.740          0.190          0.117          2.869
          4.740          1.434          3.730          3.242
          4.740          0.048          0.156          0.000
          4.740          0.068          0.000          0.000
          4.750          0.134          0.004          0.003
          4.750          3.446          0.003          0.004
          4.750          0.194          0.116          2.836
          4.750          1.439          3.706          3.264
          4.750          0.048          0.156          0.000
          4.750          0.068          0.000          0.000
          4.760          0.132          0.004          0.003
          4.760          3.409          0.003          0.004
          4.760          0.198          0.115          2.804
          4.760          1.444          3.682          3.285
          4.760          0.048          0.157          0.000
          4.760          0.068          0.000          0.000
          4.770          0.131          0.004          0.003
          4.770          3.373          0.003          0.004
          4.770          0.202          0.114          2.771
          4.770          1.449          3.657          3.306
          4.770          0.049          0.157          0.000
          4.770          0.068          0.000          0.000
          4.780          0.129          0.004          0.003
          4.780          3.338          0.003          0.004
          4.780          0.206          0.112          2.739
          4.780          1.454          3.633          3.327
          4.780          0.049          0.158          0.000
          4.780          0.068          0.000          0.000
          4.790          0.128          0.004          0.003
          4.790          3.302          0.003          0.003
          4.790          0.210          0.111          2.706
          4.790          1.459          3.608          3.348
          4.790          0.049          0.158          0.000
          4.790          0.068          0.000          0.000
          4.800          0.127          0.004          0.003
          4.800          3.267          0.003          0.003
          4.800          0.214          0.110          2.674
          4.800          1.464          3.584          3.370
          4.800          0.049          0.159          0.000
          4.800          0.069          0.000          0.000
          4.810          0.125          0.004          0.003
          4.810          3.232          0.003          0.003
          4.810          0.219          0.109          2.641
          4.810          1.469          3.559          3.391
          4.810          0.049          0.159          0.000
          4.810          0.069          0.000          0.000
          4.820          0.124          0.004          0.003
          4.820          3.197          0.003          0.003
          4.820          0.223          0.108          2.609
          4.820          1.474          3.535          3.412
          4.820          0.049          0.160          0.000
          4.820          0.069          0.000          0.000
          4.830          0.122          0.004          0.003
          4.830          3.163          0.003          0.003
          4.830          0.227          0.107          2.577
          4.830          1.479          3.510          3.432
          4.830          0.049          0.160          0.000
          4.830          0.069          0.000          0.000
          4.840          0.121          0.004          0.003
          4.840          3.129          0.003          0.003
          4.840          0.232          0.105          2.545
          4.840          1.484          3.485          3.453
          4.840          0.050          0.161          0.000
          4.840          0.069          0.000          0.000
          4.850          0.120          0.004          0.003
          4.850          3.095          0.003          0.003
          4.850          0.237          0.104          2.513
          4.850          1.489          3.461          3.474
          4.850          0.050          0.161          0.000
          4.850          0.070          0.000          0.000
          4.860          0.118          0.004          0.003
          4.860          3.061          0.003          0.003
          4.860          0.242          0.103          2.480
          4.860          1.494          3.436          3.495
          4.860          0.050          0.162          0.000
          4.860          0.070          0.000          0.000
          4.870          0.117          0.004          0.003
          4.870          3.028          0.003          0.003
          4.870          0.246          0.102          2.449
          4.870          1.499          3.411          3.515
          4.870          0.050          0.162          0.000
          4.870          0.070          0.000          0.000
          4.880          0.116          0.004          0.003
          4.880          2.995          0.003          0.003
          4.880          0.251          0.101          2.417
          4.880          1.504          3.387          3.536
          4.880          0.050          0.163          0.000
          4.880          0.070          0.000          0.000
          4.890          0.115          0.004          0.003
          4.890          2.963          0.003          0.003
          4.890          0.257          0.100          2.385
          4.890          1.509          3.362          3.556
          4.890          0.050          0.163          0.000
          4.890          0.070          0.000          0.000
          4.900          0.113          0.004          0.003
          4.900          2.931          0.003          0.003
          4.900          0.262          0.099          2.353
          4.900          1.515          3.338          3.577
          4.900          0.051          0.164          0.000
          4.900          0.070          0.000          0.000
          4.910          0.112          0.004          0.003
          4.910          2.899          0.003          0.003
          4.910          0.267          0.098          2.322
          4.910          1.520          3.313          3.597
          4.910          0.051          0.164          0.000
          4.910          0.071          0.000          0.000
          4.920          0.111          0.004          0.003
          4.920          2.867          0.002          0.003
          4.920          0.273          0.097          2.290
          4.920          1.525          3.289          3.617
          4.920          0.051          0.165          0.000
          4.920          0.071          0.000          0.000
          4.930          0.110          0.004          0.003
          4.930          2.836          0.002          0.003
          4.930          0.278          0.096          2.259
          4.930          1.530          3.264          3.637
          4.930          0.051          0.166          0.000
          4.930          0.071          0.000          0.000
          4.940          0.109          0.004          0.003
          4.940          2.805          0.002          0.003
          4.940          0.284          0.095          2.228
          4.940          1.535          3.240          3.657
          4.940          0.051          0.166          0.000
          4.940          0.071          0.000          0.000
          4.950          0.108          0.004          0.003
          4.950          2.774          0.002          0.003
          4.950          0.289          0.094          2.197
          4.950          1.540          3.216          3.677
          4.950          0.051          0.167          0.000
          4.950          0.071          0.000          0.000
          4.960          0.106          0.004          0.003
          4.960          2.744          0.002          0.003
          4.960          0.295          0.093          2.166
          4.960          1.545          3.191          3.697
          4.960          0.052          0.167          0.000
          4.960          0.071          0.000          0.000
          4.970          0.105          0.004          0.003
          4.970          2.714          0.002          0.003
          4.970          0.301          0.092          2.135
          4.970          1.550          3.167          3.717
          4.970          0.052          0.168          0.000
          4.970          0.072          0.000          0.000
          4.980          0.104          0.004          0.003
          4.980          2.684          0.002          0.003
          4.980          0.307          0.091          2.105
          4.980          1.556          3.143          3.736
          4.980          0.052          0.168          0.000
          4.980          0.072          0.000          0.000
          4.990          0.103          0.004          0.003
          4.990          2.655          0.002          0.003
          4.990          0.313          0.091          2.074
          4.990          1.561          3.119          3.756
          4.990          0.052          0.169          0.000
          4.990          0.072          0.000          0.000
          5.000          0.102          0.004          0.003
          5.000          2.626          0.002          0.003
          5.000          0.319          0.090          2.044
          5.000          1.566          3.095          3.775
          5.000          0.052          0.169          0.000
          5.000          0.072          0.000          0.000
          5.010          0.101          0.004          0.003
          5.010          2.597          0.002          0.003
          5.010          0.325          0.089          2.014
          5.010          1.571          3.071          3.794
          5.010          0.052          0.170          0.000
          5.010          0.072          0.000          0.000
          5.020          0.100          0.004          0.003
          5.020          2.569          0.002          0.003
          5.020          0.332          0.088          1.984
          5.020          1.576          3.048          3.813
          5.020          0.052          0.171          0.000
          5.020          0.072          0.000          0.000
          5.030          0.099          0.004          0.003
          5.030          2.541          0.002          0.003
          5.030          0.338          0.087          1.955
          5.030          1.582          3.024          3.832
          5.030          0.053          0.171          0.000
          5.030          0.073          0.000          0.000
          5.040          0.098          0.004          0.003
          5.040          2.513          0.002          0.003
          5.040          0.344          0.086          1.925
          5.040          1.587          3.001          3.851
          5.040          0.053          0.172          0.000
          5.040          0.073          0.000          0.000
          5.050          0.097          0.004          0.003
          5.050          2.485          0.002          0.003
          5.050          0.351          0.085          1.896
          5.050          1.592          2.977          3.870
          5.050          0.053          0.172          0.000
          5.050          0.073          0.000          0.000
          5.060          0.096          0.004          0.003
          5.060          2.458          0.002          0.003
          5.060          0.357          0.085          1.867
          5.060          1.597          2.954          3.888
          5.060          0.053          0.173          0.000
          5.060          0.073          0.000          0.000
          5.070          0.095          0.004          0.003
          5.070          2.432          0.002          0.003
          5.070          0.364          0.084          1.838
          5.070          1.603          2.931          3.907
          5.070          0.053          0.173          0.000
          5.070          0.073          0.000          0.000
          5.080          0.094          0.004          0.003
          5.080          2.405          0.002          0.003
          5.080          0.370          0.083          1.810
          5.080          1.608          2.908          3.925
          5.080          0.053          0.174          0.000
          5.080          0.074          0.000          0.000
          5.090          0.093          0.004          0.003
          5.090          2.379          0.002          0.002
          5.090          0.377          0.082          1.781
          5.090          1.613          2.885          3.943
          5.090          0.054          0.175          0.000
          5.090          0.074          0.000          0.000
          5.100          0.092          0.004          0.003
          5.100          2.353          0.002          0.002
          5.100          0.383          0.081          1.753
          5.100          1.618          2.862          3.961
          5.100          0.054          0.175          0.000
          5.100          0.074          0.000          0.000
          5.110          0.091          0.004          0.003
          5.110          2.328          0.002          0.002
          5.110          0.390          0.081          1.725
          5.110          1.624          2.839          3.979
          5.110          0.054          0.176          0.000
          5.110          0.074          0.000          0.000
          5.120          0.091          0.004          0.003
          5.120          2.302          0.002          0.002
          5.120          0.396          0.080          1.697
          5.120          1.629          2.816          3.997
          5.120          0.054          0.176          0.000
          5.120          0.074          0.000          0.000
          5.130          0.090          0.004          0.003
          5.130          2.277          0.002          0.002
          5.130          0.403          0.079          1.670
          5.130          1.634          2.794          4.014
          5.130          0.054          0.177          0.000
          5.130          0.074          0.000          0.000
          5.140          0.089          0.004          0.003
          5.140          2.253          0.002          0.002
          5.140          0.409          0.078          1.643
          5.140          1.640          2.772          4.032
          5.140          0.054          0.177          0.000
          5.140          0.075          0.000          0.000
          5.150          0.088          0.003          0.003
          5.150          2.228          0.002          0.002
          5.150          0.415          0.078          1.616
          5.150          1.645          2.749          4.049
          5.150          0.055          0.178          0.000
          5.150          0.075          0.000          0.000
          5.160          0.087          0.003          0.002
          5.160          2.204          0.002          0.002
          5.160          0.422          0.077          1.589
          5.160          1.650          2.727          4.066
          5.160          0.055          0.179          0.000
          5.160          0.075          0.000          0.000
          5.170          0.086          0.003          0.002
          5.170          2.181          0.002          0.002
          5.170          0.428          0.076          1.562
          5.170          1.655          2.705          4.083
          5.170          0.055          0.179          0.000
          5.170          0.075          0.000          0.000
          5.180          0.085          0.003          0.002
          5.180          2.157          0.002          0.002
          5.180          0.434          0.076          1.536
