      freq (eV)         Mostep         Lor-Dr      Bren-Borm
          9.254         -0.570         -0.010         -0.053
          9.254         -0.047         -0.075         -0.376
          9.254         -0.473         -0.653         -1.463
          9.254          0.347          3.710          0.196
          9.254          0.784          0.000          0.000
          9.324         -0.091         -0.023         -0.051
          9.324         -0.560         -0.009         -0.052
          9.324         -0.046         -0.073         -0.369
          9.324         -0.508         -0.642         -1.417
          9.324          0.348          3.755          0.196
          9.324          0.786          0.000          0.000
          9.394         -0.089         -0.022         -0.050
          9.394         -0.551         -0.009         -0.051
          9.394         -0.045         -0.072         -0.362
          9.394         -0.540         -0.632         -1.374
          9.394          0.349          3.802          0.197
          9.394          0.788          0.000          0.000
          9.466         -0.088         -0.022         -0.049
          9.466         -0.541         -0.009         -0.050
          9.466         -0.044         -0.071         -0.355
          9.466         -0.572         -0.621         -1.330
          9.466          0.350          3.851          0.197
          9.466          0.790          0.000          0.000
          9.539         -0.086         -0.022         -0.049
          9.539         -0.532         -0.009         -0.049
          9.539         -0.043         -0.070         -0.348
          9.539         -0.603         -0.610         -1.288
          9.539          0.350          3.903          0.198
          9.539          0.792          0.000          0.000
          9.613         -0.085         -0.021         -0.048
          9.613         -0.522         -0.009         -0.049
          9.613         -0.042         -0.069         -0.341
          9.613         -0.632         -0.600         -1.248
          9.613          0.351          3.957          0.198
          9.613          0.794          0.000          0.000
          9.688         -0.083         -0.021         -0.047
          9.688         -0.513         -0.009         -0.048
          9.688         -0.041         -0.067         -0.335
          9.688         -0.660         -0.590         -1.208
          9.688          0.352          4.013          0.199
          9.688          0.796          0.000          0.000
          9.764         -0.082         -0.021         -0.046
          9.764         -0.504         -0.009         -0.047
          9.764         -0.040         -0.066         -0.328
          9.764         -0.686         -0.580         -1.170
          9.764          0.352          4.072          0.199
          9.764          0.798          0.000          0.000
          9.842         -0.080         -0.020         -0.046
          9.842         -0.495         -0.008         -0.046
          9.842         -0.039         -0.065         -0.322
          9.842         -0.711         -0.570         -1.133
          9.842          0.353          4.135          0.199
          9.842          0.800          0.000          0.000
          9.920         -0.079         -0.020         -0.045
          9.920         -0.486         -0.008         -0.045
          9.920         -0.038         -0.064         -0.316
          9.920         -0.735         -0.560         -1.097
          9.920          0.353          4.200          0.200
          9.920          0.803          0.000          0.000
         10.000         -0.078         -0.020         -0.044
         10.000         -0.477         -0.008         -0.045
         10.000         -0.037         -0.063         -0.310
         10.000         -0.757         -0.550         -1.063
         10.000          0.354          4.268          0.200
         10.000          0.805          0.000          0.000
         10.080         -0.076         -0.019         -0.044
         10.080         -0.468         -0.008         -0.044
         10.080         -0.037         -0.062         -0.304
         10.080         -0.778         -0.540         -1.030
         10.080          0.354          4.339          0.201
         10.080          0.807          0.000          0.000
         10.160         -0.075         -0.019         -0.043
         10.160         -0.460         -0.008         -0.043
         10.160         -0.036         -0.061         -0.298
         10.160         -0.796         -0.531         -0.999
         10.160          0.353          4.412          0.201
         10.160          0.810          0.000          0.000
         10.250         -0.074         -0.019         -0.042
         10.250         -0.451         -0.008         -0.042
         10.250         -0.035         -0.060         -0.292
         10.250         -0.815         -0.521         -0.965
         10.250          0.353          4.498          0.202
         10.250          0.813          0.000          0.000
         10.330         -0.072         -0.018         -0.041
         10.330         -0.443         -0.008         -0.042
         10.330         -0.034         -0.059         -0.286
         10.330         -0.831         -0.512         -0.938
         10.330          0.352          4.577          0.202
         10.330          0.815          0.000          0.000
         10.420         -0.071         -0.018         -0.041
         10.420         -0.434         -0.008         -0.041
         10.420         -0.033         -0.058         -0.280
         10.420         -0.846         -0.502         -0.908
         10.420          0.352          4.668          0.203
         10.420          0.818          0.000          0.000
         10.510         -0.070         -0.018         -0.040
         10.510         -0.426         -0.007         -0.040
         10.510         -0.033         -0.056         -0.274
         10.510         -0.860         -0.493         -0.880
         10.510          0.350          4.763          0.204
         10.510          0.821          0.000          0.000
         10.600         -0.068         -0.017         -0.039
         10.600         -0.418         -0.007         -0.039
         10.600         -0.032         -0.055         -0.269
         10.600         -0.872         -0.484         -0.853
         10.600          0.349          4.862          0.204
         10.600          0.824          0.000          0.000
         10.690         -0.067         -0.017         -0.039
         10.690         -0.410         -0.007         -0.039
         10.690         -0.031         -0.054         -0.264
         10.690         -0.883         -0.475         -0.828
         10.690          0.347          4.964          0.205
         10.690          0.827          0.000          0.000
         10.780         -0.066         -0.017         -0.038
         10.780         -0.403         -0.007         -0.038
         10.780         -0.031         -0.054         -0.258
         10.780         -0.892         -0.466         -0.805
         10.780          0.344          5.069          0.205
         10.780          0.829          0.000          0.000
         10.880         -0.065         -0.017         -0.037
         10.880         -0.394         -0.007         -0.037
         10.880         -0.030         -0.052         -0.253
         10.880         -0.900         -0.457         -0.780
         10.880          0.341          5.190          0.206
         10.880          0.833          0.000          0.000
         10.970         -0.064         -0.016         -0.037
         10.970         -0.387         -0.007         -0.036
         10.970         -0.029         -0.052         -0.248
         10.970         -0.906         -0.449         -0.758
         10.970          0.338          5.303          0.207
         10.970          0.836          0.000          0.000
         11.070         -0.062         -0.016         -0.036
         11.070         -0.379         -0.007         -0.036
         11.070         -0.029         -0.051         -0.243
         11.070         -0.912         -0.440         -0.736
         11.070          0.333          5.431          0.208
         11.070          0.839          0.000          0.000
         11.170         -0.061         -0.016         -0.035
         11.170         -0.372         -0.007         -0.035
         11.170         -0.028         -0.050         -0.238
         11.170         -0.916         -0.432         -0.715
         11.170          0.328          5.562          0.208
         11.170          0.843          0.000          0.000
         11.270         -0.060         -0.015         -0.035
         11.270         -0.364         -0.006         -0.034
         11.270         -0.027         -0.049         -0.233
         11.270         -0.919         -0.423         -0.695
         11.270          0.323          5.696          0.209
         11.270          0.846          0.000          0.000
         11.380         -0.059         -0.015         -0.034
         11.380         -0.357         -0.006         -0.034
         11.380         -0.027         -0.048         -0.227
         11.380         -0.920         -0.414         -0.674
         11.380          0.316          5.844          0.210
         11.380          0.850          0.000          0.000
         11.480         -0.058         -0.015         -0.034
         11.480         -0.350         -0.006         -0.033
         11.480         -0.026         -0.047         -0.223
         11.480         -0.921         -0.407         -0.656
         11.480          0.308          5.979          0.211
         11.480          0.853          0.000          0.000
         11.590         -0.056         -0.015         -0.033
         11.590         -0.343         -0.006         -0.032
         11.590         -0.025         -0.046         -0.218
         11.590         -0.920         -0.398         -0.637
         11.590          0.299          6.124          0.211
         11.590          0.857          0.000          0.000
         11.700         -0.055         -0.014         -0.032
         11.700         -0.335         -0.006         -0.032
         11.700         -0.025         -0.045         -0.213
         11.700         -0.919         -0.390         -0.619
         11.700          0.289          6.262          0.212
         11.700          0.861          0.000          0.000
         11.810         -0.054         -0.014         -0.032
         11.810         -0.329         -0.006         -0.031
         11.810         -0.024         -0.044         -0.209
         11.810         -0.916         -0.382         -0.602
         11.810          0.278          6.388          0.213
         11.810          0.865          0.000          0.000
         11.920         -0.053         -0.014         -0.031
         11.920         -0.322         -0.006         -0.031
         11.920         -0.024         -0.043         -0.204
         11.920         -0.913         -0.375         -0.585
         11.920          0.266          6.494          0.214
         11.920          0.869          0.000          0.000
         12.040         -0.052         -0.014         -0.031
         12.040         -0.315         -0.006         -0.030
         12.040         -0.023         -0.042         -0.200
         12.040         -0.908         -0.367         -0.569
         12.040          0.251          6.577          0.215
         12.040          0.874          0.000          0.000
         12.160         -0.051         -0.013         -0.030
         12.160         -0.308         -0.006         -0.029
         12.160         -0.023         -0.041         -0.195
         12.160         -0.902         -0.359         -0.553
         12.160          0.235          6.610          0.216
         12.160          0.878          0.000          0.000
         12.280         -0.050         -0.013         -0.029
         12.280         -0.302         -0.005         -0.029
         12.280         -0.022         -0.041         -0.191
         12.280         -0.896         -0.352         -0.537
         12.280          0.218          6.573          0.217
         12.280          0.883          0.000          0.000
         12.400         -0.049         -0.013         -0.029
         12.400         -0.295         -0.005         -0.028
         12.400         -0.021         -0.040         -0.187
         12.400         -0.889         -0.344         -0.523
         12.400          0.200          6.439          0.218
         12.400          0.887          0.000          0.000
         12.530         -0.048         -0.012         -0.028
         12.530         -0.289         -0.005         -0.027
         12.530         -0.021         -0.039         -0.182
         12.530         -0.881         -0.337         -0.508
         12.530          0.179          6.152          0.220
         12.530          0.892          0.000          0.000
         12.650         -0.047         -0.012         -0.028
         12.650         -0.283         -0.005         -0.027
         12.650         -0.020         -0.038         -0.179
         12.650         -0.873         -0.330         -0.494
         12.650          0.158          5.721          0.221
         12.650          0.897          0.000          0.000
         12.780         -0.046         -0.012         -0.027
         12.780         -0.277         -0.005         -0.026
         12.780         -0.020         -0.037         -0.175
         12.780         -0.864         -0.323         -0.481
         12.780          0.135          5.042          0.222
         12.780          0.902          0.000          0.000
         12.920         -0.045         -0.012         -0.026
         12.920         -0.270         -0.005         -0.026
         12.920         -0.019         -0.036         -0.170
         12.920         -0.854         -0.315         -0.467
         12.920          0.109          4.041          0.223
         12.920          0.908          0.000          0.000
         13.050         -0.044         -0.011         -0.026
         13.050         -0.264         -0.005         -0.025
         13.050         -0.019         -0.036         -0.167
         13.050         -0.845         -0.309         -0.454
         13.050          0.085          2.874          0.225
         13.050          0.913          0.000          0.000
         13.190         -0.043         -0.011         -0.025
         13.190         -0.258         -0.005         -0.025
         13.190         -0.018         -0.035         -0.163
         13.190         -0.834         -0.302         -0.441
         13.190          0.058          1.425          0.226
         13.190          0.918          0.000          0.000
         13.330         -0.042         -0.011         -0.025
         13.330         -0.252         -0.005         -0.024
         13.330         -0.018         -0.034         -0.159
         13.330         -0.823         -0.295         -0.429
         13.330          0.032         -0.109          0.227
         13.330          0.924          0.000          0.000
         13.480         -0.041         -0.011         -0.024
         13.480         -0.246         -0.005         -0.024
         13.480         -0.018         -0.033         -0.155
         13.480         -0.811         -0.288         -0.417
         13.480          0.004         -1.686          0.229
         13.480          0.930          0.000          0.000
         13.630         -0.040         -0.011         -0.024
         13.630         -0.241         -0.004         -0.023
         13.630         -0.017         -0.033         -0.151
         13.630         -0.799         -0.281         -0.405
         13.630         -0.023         -3.046          0.231
         13.630          0.936          0.000          0.000
         13.780         -0.039         -0.010         -0.023
         13.780         -0.235         -0.004         -0.022
         13.780         -0.017         -0.032         -0.148
         13.780         -0.786         -0.275         -0.394
         13.780         -0.049         -4.103          0.232
         13.780          0.942          0.000          0.000
         13.930         -0.038         -0.010         -0.023
         13.930         -0.230         -0.004         -0.022
         13.930         -0.016         -0.031         -0.144
         13.930         -0.774         -0.269         -0.383
         13.930         -0.074         -4.841          0.234
         13.930          0.947          0.000          0.000
         14.090         -0.037         -0.010         -0.022
         14.090         -0.224         -0.004         -0.021
         14.090         -0.016         -0.030         -0.141
         14.090         -0.761         -0.262         -0.372
         14.090         -0.098         -5.318          0.236
         14.090          0.954          0.000          0.000
         14.250         -0.036         -0.010         -0.022
         14.250         -0.219         -0.004         -0.021
         14.250         -0.015         -0.030         -0.137
         14.250         -0.748         -0.256         -0.361
         14.250         -0.120         -5.546          0.238
         14.250          0.960          0.000          0.000
         14.420         -0.036         -0.009         -0.021
         14.420         -0.213         -0.004         -0.020
         14.420         -0.015         -0.029         -0.134
         14.420         -0.734         -0.250         -0.351
         14.420         -0.140         -5.593          0.240
         14.420          0.966          0.000          0.000
         14.590         -0.035         -0.009         -0.021
         14.590         -0.208         -0.004         -0.020
         14.590         -0.015         -0.028         -0.130
         14.590         -0.720         -0.244         -0.340
         14.590         -0.159         -5.510          0.242
         14.590          0.972          0.000          0.000
         14.760         -0.034         -0.009         -0.020
         14.760         -0.203         -0.004         -0.019
         14.760         -0.014         -0.028         -0.127
         14.760         -0.707         -0.238         -0.331
         14.760         -0.174         -5.348          0.245
         14.760          0.978          0.000          0.000
         14.940         -0.033         -0.009         -0.020
         14.940         -0.198         -0.004         -0.019
         14.940         -0.014         -0.027         -0.124
         14.940         -0.692         -0.232         -0.321
         14.940         -0.188         -5.130          0.247
         14.940          0.984          0.000          0.000
         15.120         -0.032         -0.009         -0.019
         15.120         -0.193         -0.004         -0.019
         15.120         -0.013         -0.026         -0.120
         15.120         -0.678         -0.226         -0.312
         15.120         -0.199         -4.891          0.250
         15.120          0.989          0.000          0.000
         15.310         -0.031         -0.008         -0.019
         15.310         -0.188         -0.003         -0.018
         15.310         -0.013         -0.026         -0.117
         15.310         -0.664         -0.220         -0.302
         15.310         -0.208         -4.634          0.253
         15.310          0.995          0.000          0.000
         15.500         -0.031         -0.008         -0.018
         15.500         -0.183         -0.003         -0.018
         15.500         -0.013         -0.025         -0.114
         15.500         -0.650         -0.215         -0.293
         15.500         -0.215         -4.382          0.255
         15.500          1.000          0.000          0.000
         15.700         -0.030         -0.008         -0.018
         15.700         -0.178         -0.003         -0.017
         15.700         -0.012         -0.024         -0.111
         15.700         -0.635         -0.209         -0.285
         15.700         -0.220         -4.130          0.259
         15.700          1.004          0.000          0.000
         15.900         -0.029         -0.008         -0.017
         15.900         -0.173         -0.003         -0.017
         15.900         -0.012         -0.024         -0.108
         15.900         -0.621         -0.203         -0.276
         15.900         -0.223         -3.893          0.262
         15.900          1.008          0.000          0.000
         16.100         -0.028         -0.008         -0.017
         16.100         -0.169         -0.003         -0.016
         16.100         -0.012         -0.023         -0.105
         16.100         -0.607         -0.198         -0.268
         16.100         -0.225         -3.673          0.265
         16.100          1.010          0.000          0.000
         16.320         -0.028         -0.007         -0.017
         16.320         -0.164         -0.003         -0.016
         16.320         -0.011         -0.022         -0.102
         16.320         -0.592         -0.193         -0.259
         16.320         -0.225         -3.450          0.269
         16.320          1.012          0.000          0.000
         16.530         -0.027         -0.007         -0.016
         16.530         -0.160         -0.003         -0.015
         16.530         -0.011         -0.022         -0.099
         16.530         -0.578         -0.187         -0.252
         16.530         -0.224         -3.256          0.273
         16.530          1.011          0.000          0.000
         16.760         -0.026         -0.007         -0.016
         16.760         -0.155         -0.003         -0.015
         16.760         -0.011         -0.021         -0.097
         16.760         -0.563         -0.182         -0.244
         16.760         -0.221         -3.061          0.278
         16.760          1.009          0.000          0.000
         16.990         -0.025         -0.007         -0.015
         16.990         -0.151         -0.003         -0.015
         16.990         -0.010         -0.021         -0.094
         16.990         -0.549         -0.177         -0.236
         16.990         -0.218         -2.884          0.283
         16.990          1.004          0.000          0.000
         17.220         -0.025         -0.007         -0.015
         17.220         -0.147         -0.003         -0.014
         17.220         -0.010         -0.020         -0.091
         17.220         -0.535         -0.172         -0.229
         17.220         -0.215         -2.722          0.288
         17.220          0.997          0.000          0.000
         17.470         -0.024         -0.006         -0.014
         17.470         -0.142         -0.003         -0.014
         17.470         -0.010         -0.019         -0.088
         17.470         -0.521         -0.167         -0.221
         17.470         -0.210         -2.563          0.293
         17.470          0.985          0.000          0.000
         17.720         -0.023         -0.006         -0.014
         17.720         -0.138         -0.003         -0.013
         17.720         -0.009         -0.019         -0.086
         17.720         -0.507         -0.162         -0.214
         17.720         -0.205         -2.418          0.299
         17.720          0.968          0.000          0.000
         17.970         -0.023         -0.006         -0.014
         17.970         -0.134         -0.003         -0.013
         17.970         -0.009         -0.018         -0.083
         17.970         -0.493         -0.158         -0.207
         17.970         -0.199         -2.286          0.306
         17.970          0.947          0.000          0.000
         18.240         -0.022         -0.006         -0.013
         18.240         -0.130         -0.002         -0.013
         18.240         -0.009         -0.018         -0.081
         18.240         -0.479         -0.153         -0.200
         18.240         -0.194         -2.156          0.313
         18.240          0.917          0.000          0.000
         18.510         -0.021         -0.006         -0.013
         18.510         -0.126         -0.002         -0.012
         18.510         -0.009         -0.017         -0.078
         18.510         -0.465         -0.148         -0.194
         18.510         -0.188         -2.038          0.321
         18.510          0.881          0.000          0.000
         18.790         -0.021         -0.006         -0.012
         18.790         -0.122         -0.002         -0.012
         18.790         -0.008         -0.017         -0.076
         18.790         -0.452         -0.144         -0.187
         18.790         -0.182         -1.927          0.330
         18.790          0.834          0.000          0.000
         19.080         -0.020         -0.005         -0.012
         19.080         -0.118         -0.002         -0.011
         19.080         -0.008         -0.016         -0.073
         19.080         -0.438         -0.139         -0.181
         19.080         -0.175         -1.822          0.340
         19.080          0.777          0.000          0.000
         19.380         -0.019         -0.005         -0.012
         19.380         -0.115         -0.002         -0.011
         19.380         -0.008         -0.016         -0.071
         19.380         -0.425         -0.135         -0.175
         19.380         -0.169         -1.723          0.351
         19.380          0.707          0.000          0.000
         19.680         -0.019         -0.005         -0.011
         19.680         -0.111         -0.002         -0.011
         19.680         -0.008         -0.015         -0.069
         19.680         -0.412         -0.131         -0.169
         19.680         -0.163         -1.633          0.363
         19.680          0.627          0.000          0.000
         20.000         -0.018         -0.005         -0.011
         20.000         -0.107         -0.002         -0.010
         20.000         -0.007         -0.015         -0.066
         20.000         -0.399         -0.126         -0.163
         20.000         -0.157         -1.545          0.377
         20.000          0.531          0.000          0.000
         20.330         -0.018         -0.005         -0.011
         20.330         -0.104         -0.002         -0.010
         20.330         -0.007         -0.014         -0.064
         20.330         -0.386         -0.122         -0.157
         20.330         -0.151         -1.462          0.394
         20.330          0.422          0.000          0.000
         20.670         -0.017         -0.005         -0.010
         20.670         -0.100         -0.002         -0.010
         20.670         -0.007         -0.014         -0.062
         20.670         -0.374         -0.118         -0.151
         20.670         -0.145         -1.384          0.413
         20.670          0.302          0.000          0.000
         21.020         -0.016         -0.004         -0.010
         21.020         -0.097         -0.002         -0.009
         21.020         -0.007         -0.013         -0.060
         21.020         -0.361         -0.114         -0.146
         21.020         -0.139         -1.311          0.435
         21.020          0.175          0.000          0.000
         21.380         -0.016         -0.004         -0.010
         21.380         -0.093         -0.002         -0.009
         21.380         -0.006         -0.013         -0.058
         21.380         -0.349         -0.110         -0.140
         21.380         -0.133         -1.243          0.462
         21.380          0.043          0.000          0.000
         21.760         -0.015         -0.004         -0.009
         21.760         -0.090         -0.002         -0.009
         21.760         -0.006         -0.012         -0.056
         21.760         -0.337         -0.106         -0.135
         21.760         -0.127         -1.176          0.495
         21.760         -0.090          0.000          0.000
         22.140         -0.015         -0.004         -0.009
         22.140         -0.087         -0.002         -0.008
         22.140         -0.006         -0.012         -0.054
         22.140         -0.325         -0.102         -0.130
         22.140         -0.122         -1.116          0.534
         22.140         -0.214          0.000          0.000
         22.550         -0.014         -0.004         -0.009
         22.550         -0.084         -0.002         -0.008
         22.550         -0.006         -0.012         -0.052
         22.550         -0.314         -0.099         -0.125
         22.550         -0.117         -1.056          0.584
         22.550         -0.330          0.000          0.000
         22.960         -0.014         -0.004         -0.008
         22.960         -0.081         -0.002         -0.008
         22.960         -0.005         -0.011         -0.050
         22.960         -0.302         -0.095         -0.120
         22.960         -0.111         -1.001          0.644
         22.960         -0.428          0.000          0.000
         23.400         -0.013         -0.004         -0.008
         23.400         -0.078         -0.001         -0.008
         23.400         -0.005         -0.011         -0.048
         23.400         -0.291         -0.092         -0.115
         23.400         -0.106         -0.947          0.719
         23.400         -0.512          0.000          0.000
         23.850         -0.013         -0.003         -0.008
         23.850         -0.075         -0.001         -0.007
         23.850         -0.005         -0.010         -0.046
         23.850         -0.280         -0.088         -0.111
         23.850         -0.101         -0.897          0.803
         23.850         -0.574          0.000          0.000
         24.310         -0.012         -0.003         -0.007
         24.310         -0.072         -0.001         -0.007
         24.310         -0.005         -0.010         -0.044
         24.310         -0.269         -0.085         -0.106
         24.310         -0.097         -0.850          0.892
         24.310         -0.618          0.000          0.000
         24.800         -0.012         -0.003         -0.007
         24.800         -0.069         -0.001         -0.007
         24.800         -0.005         -0.010         -0.043
         24.800         -0.259         -0.081         -0.102
         24.800         -0.092         -0.804          0.975
         24.800         -0.647          0.000          0.000
         25.310         -0.011         -0.003         -0.007
         25.310         -0.066         -0.001         -0.006
         25.310         -0.004         -0.009         -0.041
         25.310         -0.248         -0.078         -0.098
         25.310         -0.088         -0.761          1.023
         25.310         -0.660          0.000          0.000
         25.830         -0.011         -0.003         -0.007
         25.830         -0.063         -0.001         -0.006
         25.830         -0.004         -0.009         -0.039
         25.830         -0.238         -0.075         -0.093
         25.830         -0.083         -0.720          1.004
         25.830         -0.661          0.000          0.000
         26.010         -0.011         -0.003         -0.007
         26.010         -0.063         -0.001         -0.006
         26.010         -0.004         -0.009         -0.039
         26.010         -0.235         -0.074         -0.092
         26.010         -0.082         -0.707          0.976
         26.010         -0.659          0.000          0.000
         26.380         -0.010         -0.003         -0.006
         26.380         -0.061         -0.001         -0.006
         26.380         -0.004         -0.008         -0.037
         26.380         -0.228         -0.072         -0.089
         26.380         -0.079         -0.681          0.880
         26.380         -0.652          0.000          0.000
         27.000         -0.010         -0.003         -0.006
         27.000         -0.058         -0.001         -0.006
         27.000         -0.004         -0.008         -0.036
         27.000         -0.218         -0.068         -0.085
         27.000         -0.075         -0.641          0.601
         27.000         -0.634          0.000          0.000
         28.000         -0.009         -0.002         -0.006
         28.000         -0.054         -0.001         -0.005
         28.000         -0.004         -0.007         -0.033
         28.000         -0.202         -0.063         -0.079
         28.000         -0.069         -0.583         -0.059
         28.000         -0.596          0.000          0.000
         29.010         -0.009         -0.002         -0.005
         29.010         -0.050         -0.001         -0.005
         29.010         -0.003         -0.007         -0.031
         29.010         -0.188         -0.059         -0.073
         29.010         -0.063         -0.533         -0.668
         29.010         -0.554          0.000          0.000
         29.500         -0.008         -0.002         -0.005
         29.500         -0.048         -0.001         -0.005
         29.500         -0.003         -0.007         -0.030
         29.500         -0.182         -0.057         -0.071
         29.500         -0.061         -0.511         -0.845
         29.500         -0.533          0.000          0.000
         30.000         -0.008         -0.002         -0.005
         30.000         -0.047         -0.001         -0.005
         30.000         -0.003         -0.006         -0.029
         30.000         -0.176         -0.055         -0.068
         30.000         -0.058         -0.491         -0.930
         30.000         -0.512          0.000          0.000
         30.510         -0.008         -0.002         -0.005
         30.510         -0.045         -0.001         -0.004
         30.510         -0.003         -0.006         -0.028
         30.510         -0.170         -0.053         -0.066
         30.510         -0.056         -0.471         -0.931
         30.510         -0.492          0.000          0.000
         31.010         -0.007         -0.002         -0.005
         31.010         -0.044         -0.001         -0.004
         31.010         -0.003         -0.006         -0.027
         31.010         -0.164         -0.052         -0.064
         31.010         -0.054         -0.452         -0.873
         31.010         -0.472          0.000          0.000
         32.010         -0.007         -0.002         -0.004
         32.010         -0.041         -0.001         -0.004
         32.010         -0.003         -0.006         -0.025
         32.010         -0.154         -0.048         -0.060
         32.010         -0.050         -0.419         -0.687
         32.010         -0.436          0.000          0.000
         33.010         -0.007         -0.002         -0.004
         33.010         -0.039         -0.001         -0.004
         33.010         -0.003         -0.005         -0.024
         33.010         -0.145         -0.045         -0.056
         33.010         -0.047         -0.389         -0.517
         33.010         -0.403          0.000          0.000
         34.010         -0.006         -0.002         -0.004
         34.010         -0.036         -0.001         -0.004
         34.010         -0.002         -0.005         -0.022
         34.010         -0.136         -0.043         -0.052
         34.010         -0.044         -0.363         -0.401
         34.010         -0.373          0.000          0.000
         35.010         -0.006         -0.002         -0.004
         35.010         -0.034         -0.001         -0.003
         35.010         -0.002         -0.005         -0.021
         35.010         -0.128         -0.040         -0.049
         35.010         -0.041         -0.339         -0.326
         35.010         -0.347          0.000          0.000
         36.010         -0.006         -0.002         -0.003
         36.010         -0.032         -0.001         -0.003
         36.010         -0.002         -0.004         -0.020
         36.010         -0.121         -0.038         -0.047
         36.010         -0.039         -0.318         -0.275
         36.010         -0.322          0.000          0.000
         37.010         -0.005         -0.001         -0.003
         37.010         -0.031         -0.001         -0.003
         37.010         -0.002         -0.004         -0.019
         37.010         -0.115         -0.036         -0.044
         37.010         -0.036         -0.298         -0.238
         37.010         -0.301          0.000          0.000
         38.000         -0.005         -0.001         -0.003
         38.000         -0.029         -0.001         -0.003
         38.000         -0.002         -0.004         -0.018
         38.000         -0.109         -0.034         -0.042
         38.000         -0.034         -0.281         -0.209
         38.000         -0.281          0.000          0.000
         39.010         -0.005         -0.001         -0.003
         39.010         -0.027         -0.001         -0.003
         39.010         -0.002         -0.004         -0.017
         39.010         -0.103         -0.032         -0.040
         39.010         -0.032         -0.265         -0.186
         39.010         -0.263          0.000          0.000
         40.010         -0.004         -0.001         -0.003
         40.010         -0.026         -0.001         -0.003
         40.010         -0.002         -0.004         -0.016
         40.010         -0.098         -0.031         -0.038
         40.010         -0.031         -0.250         -0.168
         40.010         -0.247          0.000          0.000
         41.010         -0.004         -0.001         -0.003
         41.010         -0.025         -0.000         -0.002
         41.010         -0.002         -0.003         -0.015
         41.010         -0.093         -0.029         -0.036
         41.010         -0.029         -0.237         -0.152
         41.010         -0.233          0.000          0.000
         42.010         -0.004         -0.001         -0.002
         42.010         -0.024         -0.000         -0.002
         42.010         -0.002         -0.003         -0.015
         42.010         -0.089         -0.028         -0.034
         42.010         -0.027         -0.224         -0.139
         42.010         -0.219          0.000          0.000
         43.010         -0.004         -0.001         -0.002
         43.010         -0.023         -0.000         -0.002
         43.010         -0.001         -0.003         -0.014
         43.010         -0.085         -0.027         -0.032
         43.010         -0.026         -0.213         -0.127
         43.010         -0.207          0.000          0.000
         44.000         -0.004         -0.001         -0.002
         44.000         -0.022         -0.000         -0.002
         44.000         -0.001         -0.003         -0.013
         44.000         -0.081         -0.025         -0.031
         44.000         -0.025         -0.203         -0.118
         44.000         -0.196          0.000          0.000
         45.010         -0.004         -0.001         -0.002
         45.010         -0.021         -0.000         -0.002
         45.010         -0.001         -0.003         -0.013
         45.010         -0.077         -0.024         -0.030
         45.010         -0.024         -0.193         -0.109
         45.010         -0.186          0.000          0.000
         46.010         -0.003         -0.001         -0.002
         46.010         -0.020         -0.000         -0.002
         46.010         -0.001         -0.003         -0.012
         46.010         -0.074         -0.023         -0.028
         46.010         -0.023         -0.184         -0.102
         46.010         -0.176          0.000          0.000
         47.010         -0.003         -0.001         -0.002
         47.010         -0.019         -0.000         -0.002
         47.010         -0.001         -0.003         -0.012
         47.010         -0.071         -0.022         -0.027
         47.010         -0.022         -0.175         -0.095
         47.010         -0.167          0.000          0.000
         48.010         -0.003         -0.001         -0.002
         48.010         -0.018         -0.000         -0.002
         48.010         -0.001         -0.003         -0.011
         48.010         -0.068         -0.021         -0.026
         48.010         -0.021         -0.168         -0.089
         48.010         -0.159          0.000          0.000
         49.010         -0.003         -0.001         -0.002
         49.010         -0.017         -0.000         -0.002
         49.010         -0.001         -0.002         -0.011
         49.010         -0.065         -0.021         -0.025
         49.010         -0.020         -0.160         -0.083
         49.010         -0.152          0.000          0.000
         50.000         -0.003         -0.001         -0.002
         50.000         -0.017         -0.000         -0.002
         50.000         -0.001         -0.002         -0.010
         50.000         -0.062         -0.020         -0.024
         50.000         -0.019         -0.154         -0.079
         50.000         -0.145          0.000          0.000
         52.020         -0.003         -0.001         -0.002
         52.020         -0.015         -0.000         -0.002
         52.020         -0.001         -0.002         -0.009
         52.020         -0.058         -0.018         -0.022
         52.020         -0.017         -0.141         -0.070
         52.020         -0.132          0.000          0.000
         54.010         -0.002         -0.001         -0.002
         54.010         -0.014         -0.000         -0.001
         54.010         -0.001         -0.002         -0.009
         54.010         -0.053         -0.017         -0.020
         54.010         -0.016         -0.130         -0.063
         54.010         -0.121          0.000          0.000
         56.010         -0.002         -0.001         -0.001
         56.010         -0.013         -0.000         -0.001
         56.010         -0.001         -0.002         -0.008
         56.010         -0.050         -0.016         -0.019
         56.010         -0.015         -0.121         -0.057
         56.010         -0.112          0.000          0.000
         58.000         -0.002         -0.001         -0.001
         58.000         -0.012         -0.000         -0.001
         58.000         -0.001         -0.002         -0.008
         58.000         -0.046         -0.015         -0.018
         58.000         -0.014         -0.112         -0.052
         58.000         -0.103          0.000          0.000
         60.020         -0.002         -0.001         -0.001
         60.020         -0.012         -0.000         -0.001
         60.020         -0.001         -0.002         -0.007
         60.020         -0.043         -0.014         -0.016
         60.020         -0.013         -0.104         -0.048
         60.020         -0.096          0.000          0.000
         62.000         -0.002         -0.001         -0.001
         62.000         -0.011         -0.000         -0.001
         62.000         -0.001         -0.002         -0.007
         62.000         -0.040         -0.013         -0.015
